Site,PTR40-0913,PTC70-0617,TTH47-20171120,TTY70-20170706,TTR83-1202,NTH71-0913,PTS52-0729,PD10_ZZM_TTC33-20170512,TTC1-20171208,TTC92-0729,TTR156-0913,TTR168-0913,TTR47-0617,TTR102-0913,NTC34-1010,PTH38-20171219,TTY31-0913,PTC20-20171120,TTY21-20170706,NTH11-20171219,TTY65-1011,TTH23-0616P,TTH102-20171120,TTC160-0617,PTR53-0616A,PTH23-0729,TTC21-20170706,PTR62-1011,TTC176-0617,TTY21-0616A,NTH-30-0617,TTR43-1010,NTC55-1202,PD10_ZZM_TTH4-0616A,PTR57-1010,NTS33-0729,TTR12-0617,TTH80-0913,TTR61-0617,PTR45-1011,PTC19-1010,TTC70-1202,PD10_ZZM_LNTC34-0512,TTC150-0616A,NTC15-0913,TTC267-1011,PTH66-0729,PD10_ZZM_TTC9-20170512,NTC81-0729,TTY42-20171120,PTC40-20171120,NTS-49-0617,NTC5-1010,TTR133-0616A,TTY91-1202,NTY56-1202,TTH149-0913,PTY2-20171120,PTH81-0913,TTR108-1010,TTC51-0913,PD10_ZZM_PTC68-20171208,NTH94-0729,PTC78-0913,PTS74-0729,TTH96-20171120,TTS56-0617,PTR108-0617,PTH6-20171120,PTC91-20171120,TTC145-0729,PTR56-0913,PTS25-0729,TTR20-0617,TTC30-20171219,PTC31-1010,TTR78-0617,PTC49-0913,TTC157-20171120,TTR48-1010,start,end
8_100948900_100952849,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_100948900,8_100952849
8_100952125_100952849,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,8_100952125,8_100952849
8_100948900_100953268,,,,,,18.0,,,,,,,,,,,,,,,30.0,,,,82.0,,,,,,,,,,,,25.0,,,,,23.0,,,,11.0,,,,,11.0,,,,,51.0,,,12.0,,,,84.0,,,,,,,,,,,12.0,,,59.0,,,20.0,8_100948900,8_100953268
8_100953057_100953268,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,4.0,8_100953057,8_100953268
8_102843747_102858012,34.0,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,8_102843747,8_102858012
8_102850144_102858012,1.0,,,,,86.0,,,,,,16.0,,,,,,,15.0,,,,,,,,,,,,,,,,20.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_102850144,8_102858012
8_109334402_109336127,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_109334402,8_109336127
8_109334474_109336127,,,,,,,,,,,,12.0,,,,,12.0,,,,,,,,24.0,,,75.0,,,,,,,,,20.0,50.0,,,,,18.0,,,,,,,,,,,,,,,26.0,,13.0,,,,,,,,,,,,49.0,31.0,,,,,17.0,33.0,,8_109334474,8_109336127
8_109539919_109550809,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,8_109539919,8_109550809
8_109540461_109550809,,,,,,,,,,,,,,,,,78.0,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_109540461,8_109550809
8_11853479_11868000,,,134.0,,26.0,64.0,,,,,,21.0,19.0,,,,45.0,37.0,,,33.0,,12.0,,,,,,,14.0,,22.0,,,,,,,,,34.0,,,,,70.0,,,,32.0,,,30.0,37.0,56.0,33.0,,,,30.0,,,,,,,,41.0,,,,,,,,52.0,,37.0,38.0,15.0,8_11853479,8_11868000
8_11864463_11868000,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8_11864463,8_11868000
8_125936333_125945932,,,,,,,56.0,,,,,,,,70.0,,,13.0,,,73.0,,,224.0,,,,83.0,,54.0,,,,,107.0,,,,,,66.0,24.0,,146.0,,,,,,,,,,,,,134.0,,37.0,,,,,,,90.0,,,,,,38.0,,,,,,,,,8_125936333,8_125945932
8_125941286_125945932,,,,,69.0,,,,,,,,,,2.0,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_125941286,8_125945932
8_125946182_125950913,21.0,,,,72.0,,77.0,,,,,,10.0,,166.0,121.0,,37.0,,14.0,63.0,,,185.0,,25.0,,402.0,,70.0,,,,,102.0,,,,,,56.0,31.0,,102.0,117.0,,,,,147.0,,,,,,,210.0,37.0,,,,,,11.0,,82.0,,,110.0,,,89.0,17.0,,,295.0,,,18.0,,8_125946182,8_125950913
8_125948856_125950913,,,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,88.0,,,,,,,,,,,45.0,,,29.0,,,,2.0,,,,,8_125948856,8_125950913
8_127794734_127890588,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127794734,8_127890588
8_127796008_127890588,,,,,,,,,,,,16.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127796008,8_127890588
8_127976298_127989161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127976298,8_127989161
8_127939676_127989161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127939676,8_127989161
8_127984204_127989161,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127984204,8_127989161
8_127989291_128009589,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_127989291,8_128009589
8_127998359_128009589,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,8_127998359,8_128009589
8_129903350_129970942,56.0,,,,55.0,,23.0,,,,50.0,41.0,,26.0,,,126.0,,,,,6.0,,,46.0,,,,,,,14.0,,,,,,,,35.0,,76.0,,,,,,,,,24.0,,,15.0,,12.0,,78.0,,23.0,59.0,,,,,,,,,41.0,,52.0,24.0,,217.0,,18.0,,,,8_129903350,8_129970942
8_129904585_129970942,9.0,,,,,,,,,,137.0,,,,,,,,,,38.0,26.0,,,,,,,,,,,,,,,,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_129904585,8_129970942
8_132727986_132746941,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,54.0,,,,,,,,4.0,,,,,,,,,,,,,,8_132727986,8_132746941
8_132727983_132746941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,67.0,,,8_132727983,8_132746941
8_140426641_140435111,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,75.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,8_140426641,8_140435111
8_140405698_140435111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_140405698,8_140435111
8_143581328_143586728,,,,,,26.0,,61.0,,,,30.0,,64.0,,,,47.0,,,,,14.0,,,,82.0,66.0,,17.0,,,,,,,17.0,,,,34.0,,,,,,,115.0,,,,17.0,,,,,,,,1.0,,,76.0,,,,,,38.0,,,,45.0,,2.0,,24.0,,25.0,,8_143581328,8_143586728
8_143586290_143586728,46.0,69.0,,74.0,20.0,59.0,,148.0,,,199.0,21.0,215.0,3.0,187.0,,,76.0,41.0,221.0,37.0,58.0,56.0,73.0,,,52.0,60.0,87.0,23.0,,31.0,14.0,106.0,61.0,,6.0,72.0,20.0,72.0,80.0,27.0,64.0,,46.0,38.0,,,,81.0,70.0,15.0,,,33.0,,116.0,84.0,95.0,59.0,75.0,120.0,,51.0,,30.0,30.0,,84.0,,,171.0,29.0,24.0,598.0,45.0,46.0,130.0,,40.0,8_143586290,8_143586728
8_143586849_143597347,,42.0,,,28.0,,,,,,27.0,,,,18.0,,,,,58.0,,,,33.0,,,,23.0,,,,18.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,16.0,,,43.0,,,20.0,,,,,,25.0,,,,,,,,,8_143586849,8_143597347
8_143586852_143597347,27.0,,,35.0,,51.0,,125.0,,,99.0,27.0,124.0,,90.0,,,70.0,35.0,79.0,12.0,32.0,37.0,18.0,,,66.0,36.0,71.0,25.0,,1.0,,53.0,32.0,,13.0,32.0,13.0,43.0,90.0,22.0,31.0,48.0,40.0,23.0,,74.0,,41.0,41.0,8.0,,,18.0,,72.0,50.0,45.0,26.0,33.0,43.0,22.0,42.0,,,25.0,,77.0,,,71.0,61.0,12.0,302.0,25.0,45.0,83.0,13.0,23.0,8_143586852,8_143597347
8_143820716_143821596,,,,,,,,,,,,19.0,,,,,,,,,43.0,,,,,,,,62.0,,,44.0,,,,,16.0,,,22.0,,,,,79.0,,,,,,,,28.0,,,,,,,,71.0,,,39.0,,,,,,,,1.0,,,,,,,,20.0,8_143820716,8_143821596
8_143818534_143821596,,,,17.0,61.0,,,,,28.0,29.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,10.0,,,,21.0,,,,,112.0,,,,34.0,,,56.0,,,,,43.0,,,63.0,,,,,,,40.0,,,,10.0,28.0,,54.0,,,40.0,,,8_143818534,8_143821596
8_143824399_143829279,,,,11.0,10.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,17.0,,,,,,,,,,,,,14.0,,,,,,,,6.0,,,,,18.0,,,23.0,,,,,,,,,,,,10.0,,19.0,,,,,,8_143824399,8_143829279
8_143821913_143829279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,8_143821913,8_143829279
8_143824396_143829279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_143824396,8_143829279
8_144425000_144425682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,8_144425000,8_144425682
8_144425051_144425682,38.0,,,80.0,,,,,224.0,,61.0,90.0,,,,,,,,,70.0,,54.0,87.0,37.0,,,,91.0,,32.0,87.0,,71.0,98.0,,,84.0,,40.0,,37.0,,,,,,,,,,,,,,,,,185.0,169.0,98.0,,,55.0,,,,,,,,40.0,,28.0,,,,,55.0,77.0,8_144425051,8_144425682
8_17939861_17947185,,,,,,,,,,,,,,,,82.0,,,,,,89.0,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,8_17939861,8_17947185
8_17940158_17947185,,,,,,,,,,,,,,,32.0,,,,,,,1.0,,,,,,,,,,,,,,33.0,,,,,,11.0,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,8_17940158,8_17947185
8_17972687_17985446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_17972687,8_17985446
8_17980755_17985446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_17980755,8_17985446
8_21911988_21912228,21.0,,,,12.0,,,,,,41.0,,,,,39.0,101.0,,,,130.0,37.0,,,1.0,,,,31.0,16.0,,,,,42.0,,,,,84.0,,,,74.0,86.0,,,,,,,,,,,20.0,,35.0,,,,,,,,,,42.0,,60.0,,10.0,,,,42.0,26.0,,,,8_21911988,8_21912228
8_21910857_21912228,28.0,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,8_21910857,8_21912228
8_22523756_22527391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,8_22523756,8_22527391
8_22522749_22527391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,58.0,,,,,,,,,23.0,,,,,,,,,,,,,67.0,,,,18.0,70.0,,,,,,,,,,,,,18.0,,,43.0,,,,,,8_22522749,8_22527391
8_22539498_22540614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,8_22539498,8_22540614
8_22533018_22540614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,8_22533018,8_22540614
8_23434681_23435391,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,88.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,21.0,8_23434681,8_23435391
8_23434478_23435391,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_23434478,8_23435391
8_27325681_27397547,,,,11.0,,,,,,,,,,,48.0,,,,,11.0,,,,,21.0,,,,,,,,,,,,,26.0,15.0,8.0,,21.0,49.0,,,,,,,,,,27.0,,33.0,,,,,,24.0,,,,,,,,,,,,,,,,16.0,,,16.0,8_27325681,8_27397547
8_27380792_27397547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,23.0,,1.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,12.0,,,,8_27380792,8_27397547
8_27451078_27451484,15.0,,,,,,,,,,,,,,16.0,,,,,12.0,,,,,25.0,,,,,,,,,,,,,51.0,,36.0,,,,,,,,,,,,,50.0,,,,,,29.0,,,,,,,,,,,,,,,,,,29.0,,,15.0,8_27451078,8_27451484
8_27450895_27451484,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_27450895,8_27451484
8_30070059_30082846,25.0,20.0,,31.0,25.0,,,,,,,14.0,,83.0,,,,73.0,,,,,,,,,,36.0,25.0,28.0,,98.0,,,,,12.0,,,,61.0,,,,,57.0,,35.0,,,,,,11.0,69.0,,,,,,,,,51.0,,,,,,,29.0,30.0,,,,,,172.0,,,8_30070059,8_30082846
8_30074055_30082846,76.0,,194.0,36.0,175.0,206.0,35.0,377.0,61.0,,,63.0,209.0,159.0,41.0,266.0,85.0,129.0,,,257.0,48.0,201.0,59.0,296.0,20.0,116.0,39.0,138.0,31.0,13.0,156.0,46.0,95.0,194.0,27.0,16.0,127.0,38.0,152.0,48.0,,79.0,224.0,87.0,57.0,14.0,452.0,26.0,158.0,116.0,48.0,,125.0,219.0,172.0,41.0,43.0,61.0,140.0,99.0,26.0,35.0,37.0,20.0,55.0,36.0,132.0,213.0,34.0,108.0,39.0,145.0,,,43.0,56.0,,119.0,170.0,8_30074055,8_30082846
8_30074051_30082846,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,10.0,,,,,55.0,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,29.0,,,,,8_30074051,8_30082846
8_38163840_38171964,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_38163840,8_38171964
8_38169917_38171964,,77.0,,,,,,84.0,,,,,55.0,,,,,24.0,,,,,,,,,,,50.0,,,,23.0,,,,,,,40.0,,,,,,,,,54.0,68.0,,,,,,,,,,39.0,,,41.0,62.0,,,,13.0,,65.0,,,,,,,,,,12.0,8_38169917,8_38171964
8_38827288_38831124,,,,,52.0,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,8_38827288,8_38831124
8_38827375_38831124,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,30.0,8_38827375,8_38831124
8_42049302_42051900,,,,,,,,,,,,,29.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,31.0,,,8_42049302,8_42051900
8_42049707_42051900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_42049707,8_42051900
8_42288728_42290155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,8_42288728,8_42290155
8_42272205_42290155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,8_42272205,8_42290155
8_56212909_56214597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,1.0,,,,,,,,,8_56212909,8_56214597
8_56211837_56214597,,,,,,,,,,,,,20.0,,,,,,,,,15.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,8_56211837,8_56214597
8_56212889_56214597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,30.0,42.0,,,,,,,,8_56212889,8_56214597
8_58413371_58416849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,8_58413371,8_58416849
8_58411469_58416849,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_58411469,8_58416849
8_66444748_66447263,,,,,,,,,,,,,,,,,,,,209.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_66444748,8_66447263
8_66445414_66447263,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,17.0,,14.0,36.0,,,,,,,,,,,,,8_66445414,8_66447263
8_66922114_66922613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,8_66922114,8_66922613
8_66922392_66922613,,,,,,,,,,,182.0,11.0,,,,,,,,,,42.0,,,,21.0,,84.0,,,,,,,,32.0,,,,,,,,45.0,,,21.0,,,,,,,,,,,,,,,,,28.0,30.0,,,,,,,42.0,56.0,,,,,,,,8_66922392,8_66922613
8_67045960_67051229,,,,,,,,,118.0,,,,,,,,,,,,48.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,40.0,,,,,,,,,14.0,,,,,,,,,,,,152.0,,188.0,40.0,8_67045960,8_67051229
8_67047859_67051229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8_67047859,8_67051229
8_73959818_73972076,,30.0,,,,10.0,16.0,,,,,,,11.0,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,59.0,,29.0,,,10.0,,,,,,,,11.0,,,,,,,70.0,15.0,,,,,,,,11.0,8_73959818,8_73972076
8_73964625_73972076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,8_73964625,8_73972076
8_85217502_85220305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,12.0,,,,21.0,24.0,,,,,,,,,,17.0,,,,,,,,,47.0,,27.0,,,,4.0,,,,,,,,,,,,,,8_85217502,8_85220305
8_85219363_85220305,,,,,,,,,,,,,,40.0,,,,,,,,,,,,58.0,,25.0,,,,,9.0,,,,,,,,,23.0,,,,,,,43.0,,,4.0,,,,,,,,22.0,17.0,,,,,,6.0,,,,,,,,,,,,,,8_85219363,8_85220305
8_89981523_89982721,,,,,,,,,,,,,,,,,,,,,,90.0,,,47.0,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,8_89981523,8_89982721
8_89982002_89982721,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,52.0,35.0,,,,,,,,,,,,,,,,,,,,,,8_89982002,8_89982721
8_90017326_90018908,,,,,,,,,,,,,,125.0,,,89.0,127.0,,,,,79.0,,104.0,,,,,,,246.0,,,,,,,,192.0,,,,,,,40.0,,,,,,,,,35.0,,52.0,,,,,,,,,,,,91.0,,,,,,,,,,,8_90017326,8_90018908
8_90001561_90018908,,,,,,14.0,,,,,,,,,,,30.0,,,67.0,,,,,1.0,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,8_90001561,8_90018908
8_97699852_97706625,,,,27.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,21.0,,,35.0,,,,,,,,21.0,,,,,,,,,43.0,,,,,62.0,,,,50.0,26.0,12.0,,,,,,88.0,,,30.0,40.0,24.0,,,26.0,,,,,8_97699852,8_97706625
8_97691188_97706625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_97691188,8_97706625
8_98042718_98044942,,,,,,,,,,,71.0,,,,,,,,,,,,,,,57.0,,,,13.0,,,,,16.0,,,,,,,,16.0,,,1.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,5.0,8.0,,,,,,,8_98042718,8_98044942
8_98042775_98044942,163.0,417.0,178.0,33.0,23.0,47.0,236.0,86.0,,52.0,185.0,102.0,103.0,246.0,82.0,113.0,70.0,22.0,,159.0,54.0,417.0,122.0,60.0,140.0,327.0,51.0,297.0,29.0,400.0,149.0,65.0,173.0,222.0,66.0,104.0,331.0,96.0,721.0,207.0,370.0,82.0,130.0,75.0,960.0,112.0,127.0,15.0,492.0,56.0,28.0,126.0,176.0,30.0,46.0,50.0,466.0,213.0,360.0,79.0,350.0,455.0,366.0,416.0,135.0,114.0,110.0,16.0,223.0,53.0,,212.0,191.0,179.0,239.0,1004.0,19.0,543.0,147.0,42.0,8_98042775,8_98044942
8_99892052_99893638,,38.0,106.0,,,,,,,33.0,79.0,13.0,,,,30.0,,15.0,12.0,,,31.0,22.0,,13.0,41.0,,17.0,,12.0,,,,,,,31.0,14.0,11.0,,57.0,,,,,18.0,19.0,,,,,,29.0,,,37.0,47.0,20.0,,,38.0,,11.0,38.0,,,11.0,,17.0,16.0,,37.0,13.0,13.0,,24.0,,,21.0,,8_99892052,8_99893638
8_99892047_99893638,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_99892047,8_99893638
9_108931201_108933863,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,9_108931201,9_108933863
9_108931056_108933863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,29.0,,,,,,,,,,,,,24.0,,,,,,,,9_108931056,9_108933863
9_121080478_121088295,15.0,,,,,,,,,,,,,,,156.0,,,,,,173.0,,,,,,,,,10.0,296.0,,12.0,,,,81.0,,,16.0,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,77.0,,,,,,,,118.0,,27.0,9_121080478,9_121088295
9_121075067_121088295,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_121075067,9_121088295
9_125321499_125323797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,9_125321499,9_125323797
9_125321562_125323797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,102.0,,,,,,28.0,74.0,,,,,,,,,,,,,9_125321562,9_125323797
9_127894691_127896241,41.0,19.0,,,,,,,,,,,,,42.0,,,,12.0,,35.0,38.0,,,,,,,,,,,,,,,11.0,,19.0,,,,,,50.0,,,,,,40.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,9_127894691,9_127896241
9_127894629_127896241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_127894629,9_127896241
9_128272865_128273849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,41.0,,,,,,,,,,,30.0,,,,,,,,,,,9_128272865,9_128273849
9_128268524_128273849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,9_128268524,9_128273849
9_128627498_128630320,,,69.0,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,9_128627498,9_128630320
